labels,sentence,kor_sentence
neutral, Provides summary of the medical equipment pipeline products that the company is developing., 회사에서 개발 중인 의료 장비 파이프라인 제품에 대한 요약을 제공합니다.
neutral,"`` Of course, we are in talks with all those coming up with new projects that involve material handling,'' Konecranes President and CEO Pekka Lundmark said, when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar.","`` 코네크레인스 사장 겸 CEO인 페카 룬드마크는 다가오는 잠나가르 정유공장에 장비를 공급하기 위해 릴라이언스 인더스트리와 이야기를 하고 있느냐는 질문에 ""물론 자재 취급과 관련된 새로운 프로젝트를 구상하는 모든 사람들과 논의 중에 있다""고 말했다."
positive,"`` Lidskoe Pivo's investment program foresees the integrated modernization of production, updating transport and logistics infrastructure and developing new marketing instruments,'' Mikshis said.","`` 리드스코에 피보의 투자 프로그램은 생산의 통합 현대화, 운송 및 물류 인프라 업데이트, 새로운 마케팅 도구 개발을 예견하고 있다""고 말했다."
positive,`` Residentialconstruction in particular has picked up in several markets.,`` 특히 주택 건설은 여러 시장에서 활기를 띠고 있다.
neutral,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running.,`` 루키는 2년 연속 DJSI 월드와 3년 연속 유럽 DJSI STOXX에 포함되었다.
neutral,`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments.,`` 산소 측정 사업의 판매는 우리가 선택한 시장 부문에 집중하려는 우리의 목표를 강화합니다.
neutral,"A corresponding increase of 85,432.50 euros in Ahlstrom's share capital has been entered in the Trade Register today.","그에 상응하는 85,432.50 유로의 알스트롬의 주식 자본이 오늘 무역 대장에 등록되었습니다."
neutral,"A In August 2007, Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge, central Lithuania.","2007년 8월, 란트비야스 피니에리스는 리투아니아 중부 우크메르게에 새로운 녹색 베니어 공장을 건설할 것을 지시하였다."
neutral,Finnish house manufacturers are targeting the strongly growing one-family house market in Russia.,핀란드 주택제조업체들이 러시아에서 강하게 성장하고 있는 1가구 1주택 시장을 공략하고 있다.
positive,"After the transaction, Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights.",거래 후 알마미디어는 탈렌툼 지분을 지분 30.65%와 의결권 31.12%로 상향 조정했다.
neutral,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date.,"알다타는 이 회사와 마이크로소프트 사이에 정의되어야 할 운영 측면들이 아직 많이 남아 있으며, 이 계약으로 인한 제품 및 시장 이니셔티브에 대한 자세한 내용은 나중에 알 수 있을 것이라고 말했다."
neutral,"ALEXANDRIA, Va., July 11 -- Hannu Kahonen of Juuka, Finland, has developed an ornamental design for a handle for fire pit door, the U.S. Patent & Trademark Office announced.",7월 11일 버지니아주 알렉산드리아 - 핀란드 유카에 사는 한누 카호넨이 방화구 손잡이 장식 디자인을 개발했다고 미국 특허청이 발표했다.
neutral,"ALEXANDRIA, Va., May 16 -- Kenneth Bower of Vista, Calif., has developed an ornamental design for a handset, the U.S. Patent & Trademark Office announced.",미국 특허청은 5월 16일 캘리포니아 비스타의 케네스 바워가 단말기의 장식 디자인을 개발했다고 발표했다.
positive,"As the largest elevator market in the world, Chinese output of elevators continued to rise to 262,000 units in 2009, up about 5 % yr-on-yr.",세계 최대 엘리베이터 시장인 중국 엘리베이터 생산량은 2009년 26만2000대로 전년 대비 약 5% 증가했다.
neutral,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore.,아스포콤프는 Rs310 크로어를 투자하여 인쇄 회로 기판을 제조하기 위한 공장을 설립할 계획이다.
neutral,"Baltic Pearl CJSC, a subsidiary of Shanghai Foreign Joint Investment Company, is developing a project in St Petersburg, comprising about a million square meters of residential space, two hospitals and several schools and nurseries.","상하이 외국인 공동 투자 회사의 자회사인 발틱 펄 CJSC는 상트페테르부르크에 약 100만 평방미터의 주거 공간과 두 개의 병원, 그리고 여러 학교와 탁아소로 구성된 프로젝트를 개발하고 있다."
neutral,"Biohit Oyj develops, manufactures and markets liquid handling products and diagnostic test systems for use in research, healthcare and industrial laboratories.","바이오히트 Oyj는 연구, 의료 및 산업 실험실에서 사용하기 위한 액체 취급 제품 및 진단 테스트 시스템을 개발, 제조 및 판매한다."
neutral,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly.,우리 직원들이 모든 동료들과 고객들의 최신 연락처를 휴대폰에 가지고 있고 직접 전화를 걸 수 있게 되면서 교환대와 전화번호부 서비스에 대한 통화가 크게 줄었다.
neutral,"Cargotec's share capital after the increase totals 64,046,460 euros.","증가 후 카르고텍의 주식 자본은 총 64,046,460 유로이다."
neutral,"Cargotec's share capital after the increase totals EUR 64,299,180.","증가 후 카고텍의 주식 자본은 총 64,299,180유로이다."
positive,"Compared with the FTSE 100 index, which rose 28.3 points or 0.5 % on the day, this was a relative price change of 2.3 %.",이날 FTSE 100 지수가 28.3%포인트(0.5%) 오른 것과 비교하면 2.3%의 상대적 가격 변동이다.
positive,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007.,컴포네타는 2007년 3월 터키 철강회사인 독타스 도쿰쿨루크 티카레 베 사나이에스 지분을 92.6pct로 늘렸다.
positive,"Earnings per share EPS are seen at EUR 0.56, up from EUR 0.38.",주당순이익은 0.38유로에서 0.56유로이다.
positive,Estonia's beer market overall grew three percent last year to 130 million liters.,에스토니아의 맥주 시장은 지난해 3% 성장해 1억3000만 리터가 됐다.
neutral,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m.,"핀란드의 식품회사인 Raisio Oyj HEL : RAIVV는 금요일, 자사의 마가린 사업을 미국 부문 플레이어인 Bungge Ltd NYSE : BG에 USD119.2m에 매각했다고 발표했다."
positive,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe.,"2009년 7월 29일, 핀란드의 리프팅 장비 제조업체인 KCR1V는 오스트리아의 조작기 제조업체인 ACS 코네크라네스의 지분을 80%로 올리고 독일의 Knight Europe를 인수했다고 발표했다."
neutral,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business.,핀란드 제지업체 UPM-키메네(UPM-Kymmene)가 핵심 사업에 집중하기 위해 워키 위사(Walki Wisa)를 CapM 투자그룹에 매각하기로 발표했다.
neutral,Following the increase the company+뉳UR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro.,회사 증가에 따라+뉳UR TM의 자본금은 루마니아 레이 달러 1.98mln-1.56mln 유로이다.
positive,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc, the owner of US-based Morris Materials Handling, to 90.9 pct from 74.5 pct.",헬싱키 AFX - KCI Konecranes는 미국 모리스 머티리얼즈 핸들링의 소유주인 MMH 홀딩스의 지분을 74.5pct에서 90.9pct로 올렸다고 밝혔다.
neutral,"In 2008, it generated net sales of EUR 9.3 million USD 13.1 m.",2008년에는 930만 유로의 순매출액을 기록했다.
neutral,"In August, Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge, Lithuania.","8월, 란트비야스 피니에리스는 리투아니아 우크메르게에 새로운 녹색 베니어 공장을 지을 것을 모든 생산라인에 주문했다."
positive,It delivers a different user experience and enables us to widen the market we can address.'',그것은 다른 사용자 경험을 제공하고 우리가 다룰 수 있는 시장을 넓힐 수 있게 해줍니다.''
neutral,Jacobs has been supporting Storengy's investment of developing storage sites since 2006 as owner's engineer.,Jacobs는 소유주 엔지니어로 2006년부터 Storengy의 스토리지 사이트 개발 투자를 지원해 왔습니다.
positive,"ADPnews - Jun 30, 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility.",ADP뉴스 - 2009년 6월 30일 - 핀란드 스테인리스강 제조업체인 Outokumpu Oyj HEL : OUT1V는 어제 3년 동안 9억 유로 13억 달러의 회전 신용 조건을 체결했다고 밝혔다.
positive,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats.,순매출 증가의 대부분은 정원공구와 보트를 생산하는 스웨덴 실바를 인수했기 때문이다.
